maybe 	0.979871603031	20300
perhaps 	0.926618968997	5051
might 	0.883199622463	3743
unless 	0.857142857143	18
- 	0.811111111111	73
may 	0.806451612903	3200
how 	0.8	48
if 	0.747023809524	251
could 	0.739938080495	478
try 	0.714285714286	30
or 	0.662337662338	51
what 	0.63963963964	71
even 	0.612903225806	19
why 	0.581395348837	25
she 	0.526315789474	20
such 	0.521739130435	12
but 	0.52	39
thinking 	0.5	14
then 	0.5	12
about 	0.46511627907	20
you 	0.454545454545	85
something 	0.454545454545	15
he 	0.45	18
they 	0.441860465116	19
i 	0.438095238095	322
chance 	0.415584415584	32
some 	0.397260273973	29
eventually 	0.353846153846	23
so 	0.352272727273	31
oh 	0.327868852459	20
see 	0.318181818182	21
like 	0.313953488372	81
possibly 	0.309810671256	180
there 	0.290322580645	27
no 	0.282051282051	22
say 	0.279411764706	19
it 	0.271762208068	128
mind 	0.268518518519	29
look 	0.255813953488	11
quite 	0.240506329114	19
possible 	0.227906976744	49
yeah 	0.206611570248	25
we 	0.182795698925	51
yes 	0.151162790698	13
that 	0.137535816619	48
just 	0.130769230769	17
on 	0.117021276596	11
well 	0.101761252446	52
this 	0.0952380952381	14
the 	0.092	69
for 	0.0863636363636	19
a 	0.0820895522388	33
let 	0.0805970149254	27
would 	0.0794392523364	17
'd 	0.0785714285714	11
probably 	0.0778546712803	540
not 	0.0679012345679	11
, 	0.0629370629371	54
wonder 	0.06	12
in 	0.0588235294118	13
suppose 	0.0583468395462	36
have 	0.0570125427594	50
should 	0.0567010309278	22
and 	0.0526315789474	25
be 	0.0502283105023	55
really 	0.0502092050209	12
is 	0.0309278350515	12
guess 	0.0254813137033	45
. 	0.0240740740741	13
don 	0.0232919254658	15
to 	0.0222602739726	13
think 	0.01908065915	22
can 	0.00851063829787	12
must 	0.00573888091822	12
